customer_id,age,gender,education,income,purchase_amount,purchase_date,product_category,rating,discount_percent,shipping_cost,total_cost,discount_amount,final_price,price_per_rating,income_purchase_ratio,age_squared,spending_power_index,education_encoded,gender_Female,gender_Male,gender_Other,product_category_Books,product_category_Clothing,product_category_Electronics,product_category_Food,product_category_Home,age_group,income_bracket,purchase_category,rating_category,discount_tier,price_quartile,spending_ratio_bin,purchase_date_year,purchase_date_month,purchase_date_month_name,purchase_date_day,purchase_date_day_of_week,purchase_date_day_name,purchase_date_quarter,purchase_date_week_of_year,purchase_date_is_weekend,purchase_date_is_month_start,purchase_date_is_month_end,purchase_date_days_since_epoch,purchase_date_season,purchase_date_days_from_today,purchase_date_is_recent,income_anomaly_zscore,income_anomaly_iqr,income_is_anomaly,purchase_amount_anomaly_zscore,purchase_amount_anomaly_iqr,purchase_amount_is_anomaly,final_price_anomaly_zscore,final_price_anomaly_iqr,final_price_is_anomaly,age_anomaly_zscore,age_anomaly_iqr,age_is_anomaly,rating_anomaly_zscore,rating_anomaly_iqr,rating_is_anomaly,discount_percent_anomaly_zscore,discount_percent_anomaly_iqr,discount_percent_is_anomaly,shipping_cost_anomaly_zscore,shipping_cost_anomaly_iqr,shipping_cost_is_anomaly,total_cost_anomaly_zscore,total_cost_anomaly_iqr,total_cost_is_anomaly,discount_amount_anomaly_zscore,discount_amount_anomaly_iqr,discount_amount_is_anomaly,price_per_rating_anomaly_zscore,price_per_rating_anomaly_iqr,price_per_rating_is_anomaly,anomaly_score,has_any_anomaly
195,56,Male,PhD,120689,4513.24,2025-10-25 15:09:28.485468,Food,1.4,24.01,47.16,4560.4,1083.63,3476.77,2483.41,3.74,3136,2.16,3,False,True,False,False,False,False,True,False,51-65,High,Very High,Poor,Low Discount,Q4,"(-0.0139, 4.784]",2025,10,October,25,5,Saturday,4,43,1,0,0,20386,Fall,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
196,66,Other,PhD,67076,341.55,2025-04-11 15:09:28.485471,Home,4.5,24.29,46.59,388.14,82.96,305.18,67.82,0.51,4356,1.02,3,False,False,True,False,False,False,False,True,65+,Middle,Low,Excellent,Low Discount,Q1,"(-0.0139, 4.784]",2025,4,April,11,4,Friday,2,15,0,0,0,20189,Spring,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,69,Male,PhD,73420,2674.5,2025-12-31 15:09:28.485474,Clothing,2.4,28.29,10.34,2684.84,756.62,1928.22,803.42,3.64,4761,1.06,3,False,True,False,False,True,False,False,False,65+,Middle,Very High,Fair,Medium Discount,Q2,"(-0.0139, 4.784]",2025,12,December,31,2,Wednesday,4,1,0,0,1,20453,Winter,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,78,Female,High School,454451,12863.745109102045,2025-08-29 15:09:28.485477,Food,3.7,45.84,17.91,12881.655109102045,5896.74,6984.92,1887.82,2.83,6084,5.83,0,True,False,False,False,False,False,True,False,65+,High,Very High,Good,High Discount,Q4,"(-0.0139, 4.784]",2025,8,August,29,4,Friday,3,35,0,0,0,20329,Summer,172,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,5,1
199,49,Other,Bachelor,20163,68.42,2025-11-28 15:09:28.485480,Books,1.1,40.04,7.47,75.89,27.4,48.49,44.08,0.34,2401,0.41,1,False,False,True,True,False,False,False,False,36-50,Low,Very Low,Poor,High Discount,Q1,"(-0.0139, 4.784]",2025,11,November,28,4,Friday,4,48,0,0,0,20420,Fall,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,21,Male,PhD,61424,2115.95,2025-04-02 15:09:28.485482,Clothing,3.8,22.56,25.5,2141.45,477.36,1664.09,437.92,3.44,441,2.92,3,False,True,False,False,True,False,False,False,18-25,Middle,Very High,Good,Low Discount,Q2,"(-0.0139, 4.784]",2025,4,April,2,2,Wednesday,2,14,0,0,0,20180,Spring,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,47,Male,High School,129538,1482.25,2025-03-22 15:09:28.485485,Clothing,2.3,35.93,23.03,1505.28,532.57,972.71,422.92,1.14,2209,2.76,0,False,True,False,False,True,False,False,False,36-50,High,High,Fair,Medium Discount,Q1,"(-0.0139, 4.784]",2025,3,March,22,5,Saturday,1,12,1,0,0,20169,Spring,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,54,Other,PhD,73744,2435.14,2026-01-04 15:09:28.485488,Clothing,1.2,29.31,45.04,2480.18,713.74,1766.44,1472.03,3.3,2916,1.37,3,False,False,True,False,True,False,False,False,51-65,Middle,Very High,Poor,Medium Discount,Q2,"(-0.0139, 4.784]",2026,1,January,4,6,Sunday,1,1,1,0,0,20457,Winter,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,40,Female,Master,90331,2890.23,2025-03-20 15:09:28.485491,Books,3.4,24.62,46.5,2936.73,711.57,2225.16,654.46,3.2,1600,2.26,2,True,False,False,True,False,False,False,False,36-50,Upper-Middle,Very High,Good,Low Discount,Q3,"(-0.0139, 4.784]",2025,3,March,20,3,Thursday,1,12,0,0,0,20167,Spring,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,56,Female,Bachelor,30634,228.26,2026-01-29 15:09:28.485494,Electronics,2.0,9.62,19.18,247.44,21.96,225.48,112.74,0.75,3136,0.55,1,True,False,False,False,False,True,False,False,51-65,Lower-Middle,Low,Poor,No Discount,Q1,"(-0.0139, 4.784]",2026,1,January,29,3,Thursday,1,5,0,0,0,20482,Winter,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,62,Female,Bachelor,24798,623.79,2025-07-12 15:09:28.485497,Home,2.5,23.2,24.59,648.38,144.72,503.66,201.46,2.52,3844,0.4,1,True,False,False,False,False,False,False,True,51-65,Low,Medium,Fair,Low Discount,Q1,"(-0.0139, 4.784]",2025,7,July,12,5,Saturday,3,28,1,0,0,20281,Summer,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,32,Male,High School,314427,10064.51795062705,2025-10-18 15:09:28.485500,Food,1.3,12.29,44.81,10109.32795062705,1236.93,8872.4,6824.92,3.2,1024,9.83,0,False,True,False,False,False,False,True,False,26-35,High,Very High,Poor,Low Discount,Q4,"(-0.0139, 4.784]",2025,10,October,18,5,Saturday,4,42,1,0,0,20379,Fall,122,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,5,1
207,60,Male,High School,137043,1722.41,2025-06-29 15:09:28.485503,Electronics,1.6,45.74,40.34,1762.75,787.83,974.92,609.32,1.26,3600,2.28,0,False,True,False,False,False,True,False,False,51-65,High,High,Poor,High Discount,Q1,"(-0.0139, 4.784]",2025,6,June,29,6,Sunday,2,26,1,0,0,20268,Summer,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,46,Male,Bachelor,140575,3648.58,2025-07-12 15:09:28.485506,Food,2.2,16.77,0.18,3648.7599999999998,611.87,3036.89,1380.4,2.6,2116,3.06,1,False,True,False,False,False,False,True,False,36-50,High,Very High,Fair,Low Discount,Q4,"(-0.0139, 4.784]",2025,7,July,12,5,Saturday,3,28,1,0,0,20281,Summer,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,53,Male,PhD,147158,3264.94,2025-04-01 15:09:28.485508,Home,1.4,47.61,16.0,3280.94,1554.44,1726.5,1233.21,2.22,2809,2.78,3,False,True,False,False,False,False,False,True,51-65,High,Very High,Poor,High Discount,Q2,"(-0.0139, 4.784]",2025,4,April,1,1,Tuesday,2,14,0,1,0,20179,Spring,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,30,Female,PhD,49300,4229.57,2025-03-16 15:09:28.485511,Books,4.6,26.65,21.09,4250.66,1127.18,3123.48,679.02,8.58,900,1.64,3,True,False,False,True,False,False,False,False,26-35,Lower-Middle,Very High,Excellent,Medium Discount,Q4,"(4.784, 9.558]",2025,3,March,16,6,Sunday,1,11,1,0,0,20163,Spring,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,49,Other,Master,109881,3465.54,2026-02-15 15:09:28.485514,Clothing,1.0,31.58,11.49,3477.0299999999997,1094.42,2382.61,2382.61,3.15,2401,2.24,2,False,False,True,False,True,False,False,False,36-50,High,Very High,Poor,Medium Discount,Q3,"(-0.0139, 4.784]",2026,2,February,15,6,Sunday,1,7,1,0,0,20499,Winter,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,24,Male,PhD,30749,2155.36,2025-08-20 15:09:28.485517,Clothing,2.9,27.15,9.98,2165.34,585.18,1580.16,544.88,7.01,576,1.28,3,False,True,False,False,True,False,False,False,18-25,Lower-Middle,Very High,Fair,Medium Discount,Q2,"(4.784, 9.558]",2025,8,August,20,2,Wednesday,3,34,0,0,0,20320,Summer,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,76,Male,High School,124131,3368.1,2025-07-27 15:09:28.485520,Books,1.5,6.47,1.89,3369.99,217.92,3152.07,2101.38,2.71,5776,1.63,0,False,True,False,True,False,False,False,False,65+,High,Very High,Poor,No Discount,Q4,"(-0.0139, 4.784]",2025,7,July,27,6,Sunday,3,30,1,0,0,20296,Summer,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,68,Female,High School,454043,8912.267626916297,2025-04-04 15:09:28.485523,Electronics,2.2,18.79,32.17,8944.437626916297,1674.62,7269.82,3304.46,1.96,4624,6.68,0,True,False,False,False,False,True,False,False,65+,High,Very High,Fair,Low Discount,Q4,"(-0.0139, 4.784]",2025,4,April,4,4,Friday,2,14,0,0,0,20182,Spring,319,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,5,1
215,39,Other,PhD,148563,1538.5,2026-01-09 15:09:28.485525,Electronics,4.7,4.96,13.13,1551.63,76.31,1475.32,313.9,1.04,1521,3.81,3,False,False,True,False,False,True,False,False,36-50,High,High,Excellent,No Discount,Q2,"(-0.0139, 4.784]",2026,1,January,9,4,Friday,1,2,0,0,0,20462,Winter,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,45,Other,High School,57487,3947.04,2025-12-21 15:09:28.485528,Food,1.6,31.15,2.62,3949.66,1229.5,2720.16,1700.1,6.87,2025,1.28,0,False,False,True,False,False,False,True,False,36-50,Middle,Very High,Poor,Medium Discount,Q3,"(4.784, 9.558]",2025,12,December,21,6,Sunday,4,51,1,0,0,20443,Winter,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,19,Female,Bachelor,113947,2237.63,2025-12-18 15:09:28.485531,Books,4.9,22.34,11.55,2249.1800000000003,499.89,1749.29,357.0,1.96,361,6.0,1,True,False,False,True,False,False,False,False,18-25,High,Very High,Excellent,Low Discount,Q2,"(-0.0139, 4.784]",2025,12,December,18,3,Thursday,4,51,0,0,0,20440,Winter,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,59,Female,Bachelor,53361,3993.92,2025-10-09 15:09:28.485534,Electronics,1.8,38.9,40.1,4034.02,1553.63,2480.39,1377.99,7.48,3481,0.9,1,True,False,False,False,False,True,False,False,51-65,Middle,Very High,Poor,Medium Discount,Q3,"(4.784, 9.558]",2025,10,October,9,3,Thursday,4,41,0,0,0,20370,Fall,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,62,Other,PhD,251574,8822.33129213545,2025-12-20 15:09:28.485537,Books,4.0,11.02,42.57,8864.90129213545,972.22,7892.68,1973.17,3.51,3844,4.06,3,False,False,True,True,False,False,False,False,51-65,High,Very High,Good,Low Discount,Q4,"(-0.0139, 4.784]",2025,12,December,20,5,Saturday,4,51,1,0,0,20442,Winter,59,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1
220,79,Male,Bachelor,92930,4289.24,2025-03-24 15:09:28.485540,Home,3.2,8.23,24.15,4313.389999999999,353.0,3960.39,1237.62,4.62,6241,1.18,1,False,True,False,False,False,False,False,True,65+,Upper-Middle,Very High,Good,No Discount,Q4,"(-0.0139, 4.784]",2025,3,March,24,0,Monday,1,13,0,0,0,20171,Spring,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,74,Other,Bachelor,34056,4584.01,2025-10-19 15:09:28.485542,Clothing,4.5,20.32,20.8,4604.81,931.47,3673.34,816.3,13.46,5476,0.46,1,False,False,True,False,True,False,False,False,65+,Lower-Middle,Very High,Excellent,Low Discount,Q4,"(9.558, 14.332]",2025,10,October,19,6,Sunday,4,42,1,0,0,20380,Fall,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,70,Female,Master,48380,2160.62,2025-11-03 15:09:28.485545,Clothing,3.2,46.33,48.89,2209.5099999999998,1001.02,1208.49,377.65,4.47,4900,0.69,2,True,False,False,False,True,False,False,False,65+,Lower-Middle,Very High,Good,High Discount,Q2,"(-0.0139, 4.784]",2025,11,November,3,0,Monday,4,45,0,0,0,20395,Fall,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,23,Male,Master,46035,1601.15,2025-11-14 15:09:28.485548,Clothing,3.1,35.52,10.03,1611.18,568.73,1042.45,336.27,3.48,529,2.0,2,False,True,False,False,True,False,False,False,18-25,Lower-Middle,High,Good,Medium Discount,Q2,"(-0.0139, 4.784]",2025,11,November,14,4,Friday,4,46,0,0,0,20406,Fall,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,45,Male,Bachelor,50620,2915.17,2025-03-08 15:09:28.485551,Books,1.8,20.95,10.77,2925.94,610.73,2315.21,1286.23,5.76,2025,1.12,1,False,True,False,True,False,False,False,False,36-50,Middle,Very High,Poor,Low Discount,Q3,"(4.784, 9.558]",2025,3,March,8,5,Saturday,1,10,1,0,0,20155,Spring,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,45,Female,PhD,39877,1862.15,2025-06-28 15:09:28.485554,Books,1.7,25.86,14.59,1876.74,481.55,1395.19,820.7,4.67,2025,0.89,3,True,False,False,True,False,False,False,False,36-50,Lower-Middle,High,Poor,Medium Discount,Q2,"(-0.0139, 4.784]",2025,6,June,28,5,Saturday,2,26,1,0,0,20267,Summer,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,61,Female,Master,145481,3009.36,2025-12-18 15:09:28.485556,Food,4.7,4.21,8.64,3018.0,126.69,2891.31,615.17,2.07,3721,2.38,2,True,False,False,False,False,False,True,False,51-65,High,Very High,Excellent,No Discount,Q3,"(-0.0139, 4.784]",2025,12,December,18,3,Thursday,4,51,0,0,0,20440,Winter,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,61,Female,High School,75316,3530.87,2025-06-07 15:09:28.485559,Clothing,2.3,49.23,18.97,3549.8399999999997,1738.25,1811.59,787.65,4.69,3721,1.23,0,True,False,False,False,True,False,False,False,51-65,Upper-Middle,Very High,Fair,High Discount,Q2,"(-0.0139, 4.784]",2025,6,June,7,5,Saturday,2,23,1,0,0,20246,Summer,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,37,Other,High School,84041,3445.14,2025-12-31 15:09:28.485562,Food,2.5,33.32,45.54,3490.68,1147.92,2342.76,937.1,4.1,1369,2.27,0,False,False,True,False,False,False,True,False,36-50,Upper-Middle,Very High,Fair,Medium Discount,Q3,"(-0.0139, 4.784]",2025,12,December,31,2,Wednesday,4,1,0,0,1,20453,Winter,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,47,Other,High School,128940,1879.02,2025-03-07 15:09:28.485565,Clothing,4.0,14.27,30.77,1909.79,268.14,1641.65,410.41,1.46,2209,2.74,0,False,False,True,False,True,False,False,False,36-50,High,High,Good,Low Discount,Q2,"(-0.0139, 4.784]",2025,3,March,7,4,Friday,1,10,0,0,0,20154,Spring,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,79,Male,PhD,137360,842.63,2025-09-12 15:09:28.485568,Food,2.4,29.29,20.6,863.23,246.81,616.42,256.84,0.61,6241,1.74,3,False,True,False,False,False,False,True,False,65+,High,Medium,Fair,Medium Discount,Q1,"(-0.0139, 4.784]",2025,9,September,12,4,Friday,3,37,0,0,0,20343,Fall,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,28,Female,Bachelor,386381,12714.617507720814,2025-10-17 15:09:28.485570,Food,4.8,5.47,46.72,12761.337507720813,695.49,12065.85,2513.72,3.29,784,13.8,1,True,False,False,False,False,False,True,False,26-35,High,Very High,Excellent,No Discount,Q4,"(-0.0139, 4.784]",2025,10,October,17,4,Friday,4,42,0,0,0,20378,Fall,123,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,5,1
232,75,Male,High School,50911,721.54,2025-04-07 15:09:28.485573,Home,4.0,48.29,2.42,723.9599999999999,348.43,375.53,93.88,1.42,5625,0.68,0,False,True,False,False,False,False,False,True,65+,Middle,Medium,Good,High Discount,Q1,"(-0.0139, 4.784]",2025,4,April,7,0,Monday,2,15,0,0,0,20185,Spring,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,72,Male,PhD,52784,4451.58,2025-07-26 15:09:28.485576,Food,3.4,8.74,10.51,4462.09,389.07,4073.02,1197.95,8.43,5184,0.73,3,False,True,False,False,False,False,True,False,65+,Middle,Very High,Good,No Discount,Q4,"(4.784, 9.558]",2025,7,July,26,5,Saturday,3,30,1,0,0,20295,Summer,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,45,Male,Master,23191,1735.93,2026-01-01 15:09:28.485579,Books,4.5,32.4,28.29,1764.22,562.44,1201.78,267.06,7.49,2025,0.52,2,False,True,False,True,False,False,False,False,36-50,Low,High,Excellent,Medium Discount,Q2,"(4.784, 9.558]",2026,1,January,1,3,Thursday,1,1,0,1,0,20454,Winter,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,42,Male,Bachelor,53160,780.75,2025-10-05 15:09:28.485582,Food,1.2,12.27,30.78,811.53,95.8,715.73,596.44,1.47,1764,1.27,1,False,True,False,False,False,False,True,False,36-50,Middle,Medium,Poor,Low Discount,Q1,"(-0.0139, 4.784]",2025,10,October,5,6,Sunday,4,40,1,0,0,20366,Fall,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,56,Female,Master,110536,136.98,2025-08-01 15:09:28.485585,Clothing,2.0,35.88,1.98,138.95999999999998,49.15,89.81,44.9,0.12,3136,1.97,2,True,False,False,False,True,False,False,False,51-65,High,Low,Poor,Medium Discount,Q1,"(-0.0139, 4.784]",2025,8,August,1,4,Friday,3,31,0,1,0,20301,Summer,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,79,Male,PhD,124576,3232.65,2025-06-13 15:09:28.485588,Food,2.9,38.84,20.15,3252.8,1255.56,1997.24,688.7,2.59,6241,1.58,3,False,True,False,False,False,False,True,False,65+,High,Very High,Fair,Medium Discount,Q3,"(-0.0139, 4.784]",2025,6,June,13,4,Friday,2,24,0,0,0,20252,Summer,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,50,Female,High School,84641,3188.14,2025-04-10 15:09:28.485591,Electronics,1.9,33.67,32.46,3220.6,1073.45,2147.15,1130.08,3.77,2500,1.69,0,True,False,False,False,False,True,False,False,36-50,Upper-Middle,Very High,Poor,Medium Discount,Q3,"(-0.0139, 4.784]",2025,4,April,10,3,Thursday,2,15,0,0,0,20188,Spring,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,18,Female,High School,69723,1709.61,2025-02-26 15:09:28.485593,Clothing,4.0,30.72,34.9,1744.51,525.19,1219.32,304.83,2.45,324,3.87,0,True,False,False,False,True,False,False,False,18-25,Middle,High,Good,Medium Discount,Q2,"(-0.0139, 4.784]",2025,2,February,26,2,Wednesday,1,9,0,0,0,20145,Winter,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,74,Other,PhD,23631,367.84,2025-04-06 15:09:28.485596,Electronics,4.7,44.62,31.91,399.75,164.13,235.62,50.13,1.56,5476,0.32,3,False,False,True,False,False,True,False,False,65+,Low,Low,Excellent,High Discount,Q1,"(-0.0139, 4.784]",2025,4,April,6,6,Sunday,2,14,1,0,0,20184,Spring,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,44,Female,High School,26172,2054.05,2025-04-29 15:09:28.485599,Clothing,2.7,3.93,16.03,2070.0800000000004,80.72,1989.36,736.8,7.85,1936,0.59,0,True,False,False,False,True,False,False,False,36-50,Low,Very High,Fair,No Discount,Q3,"(4.784, 9.558]",2025,4,April,29,1,Tuesday,2,18,0,0,0,20207,Spring,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,79,Other,Bachelor,62080,1562.98,2025-04-10 15:09:28.485602,Books,2.4,16.55,4.68,1567.66,258.67,1308.99,545.41,2.52,6241,0.79,1,False,False,True,True,False,False,False,False,65+,Middle,High,Fair,Low Discount,Q2,"(-0.0139, 4.784]",2025,4,April,10,3,Thursday,2,15,0,0,0,20188,Spring,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,74,Female,PhD,109097,3388.83,2025-07-24 15:09:28.485605,Books,4.8,12.41,21.36,3410.19,420.55,2989.64,622.84,3.11,5476,1.47,3,True,False,False,True,False,False,False,False,65+,High,Very High,Excellent,Low Discount,Q4,"(-0.0139, 4.784]",2025,7,July,24,3,Thursday,3,30,0,0,0,20293,Summer,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,69,Female,Master,110353,3032.84,2025-02-28 15:09:28.485608,Books,2.8,49.4,6.44,3039.28,1498.22,1541.06,550.38,2.75,4761,1.6,2,True,False,False,True,False,False,False,False,65+,High,Very High,Fair,High Discount,Q2,"(-0.0139, 4.784]",2025,2,February,28,4,Friday,1,9,0,0,1,20147,Winter,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,30,Female,PhD,40281,1829.32,2025-07-22 15:09:28.485611,Electronics,3.0,19.47,47.38,1876.7,356.17,1520.53,506.84,4.54,900,1.34,3,True,False,False,False,False,True,False,False,26-35,Lower-Middle,High,Fair,Low Discount,Q2,"(-0.0139, 4.784]",2025,7,July,22,1,Tuesday,3,30,0,0,0,20291,Summer,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,58,Other,Bachelor,48671,1097.28,2025-08-10 15:09:28.485614,Home,2.4,36.63,23.76,1121.04,401.93,719.11,299.63,2.25,3364,0.84,1,False,False,True,False,False,False,False,True,51-65,Lower-Middle,High,Fair,Medium Discount,Q1,"(-0.0139, 4.784]",2025,8,August,10,6,Sunday,3,32,1,0,0,20310,Summer,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,20,Other,Bachelor,142811,4940.3,2026-01-05 15:09:28.485616,Clothing,4.6,34.24,15.86,4956.16,1691.56,3264.6,709.7,3.46,400,7.14,1,False,False,True,False,True,False,False,False,18-25,High,Very High,Excellent,Medium Discount,Q4,"(-0.0139, 4.784]",2026,1,January,5,0,Monday,1,2,0,0,0,20458,Winter,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,56,Male,PhD,71431,2275.47,2026-01-20 15:09:28.485619,Books,3.3,10.6,38.32,2313.79,241.2,2072.59,628.06,3.19,3136,1.28,3,False,True,False,True,False,False,False,False,51-65,Middle,Very High,Good,Low Discount,Q3,"(-0.0139, 4.784]",2026,1,January,20,1,Tuesday,1,4,0,0,0,20473,Winter,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,23,Other,PhD,110900,3444.49,2025-12-21 15:09:28.485622,Clothing,4.0,11.95,24.9,3469.39,411.62,3057.77,764.44,3.11,529,4.82,3,False,False,True,False,True,False,False,False,18-25,High,Very High,Good,Low Discount,Q4,"(-0.0139, 4.784]",2025,12,December,21,6,Sunday,4,51,1,0,0,20443,Winter,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
